0,0,Header,1,2,480
1,0,Start_track
1,0,Title_t,Generated Music
1,0,Text_t,Sample for MIDIcsv Distribution
1,0,Copyright_t,This file is in the public domain
1,0,Time_signature,4,2,24,8
1,0,Tempo,500000
1,0,Instrument_name_t,A-01
1,0,End_track
2,0,Start_track
2,0,Note_on_c,0,60,60
2,0,Note_on_c,0,72,60
2,0,Note_on_c,0,58,60
2,15.0,Note_on_c,0,66,60
2,15.0,Note_off_c,0,60,0
2,63.0,Note_on_c,0,70,60
2,78.0,Note_off_c,0,58,0
2,93.0,Note_on_c,0,56,60
2,108.0,Note_off_c,0,72,0
2,168.0,Note_on_c,0,74,60
2,198.0,Note_on_c,0,54,60
2,213.0,Note_off_c,0,70,0
2,243.0,Note_off_c,0,56,0
2,258.0,Note_off_c,0,66,0
2,306.0,Note_on_c,0,82,60
2,306.0,Note_off_c,0,74,0
2,354.0,Control_c,0,64,127
2,414.0,Note_on_c,0,56,60
2,414.0,Note_off_c,0,54,0
2,504.0,Note_on_c,0,53,60
2,504.0,Note_off_c,0,82,0
2,594.0,Note_on_c,0,76,60
2,609.0,Note_off_c,0,56,0
2,624.0,Note_off_c,0,76,0
2,639.0,Control_c,0,64,0
2,687.0,Note_on_c,0,82,60
2,687.0,Note_off_c,0,53,0
2,717.0,Note_on_c,0,72,60
2,765.0,Note_off_c,0,82,0
2,813.0,Note_on_c,0,79,60
2,828.0,Note_off_c,0,79,0
2,876.0,Note_on_c,0,70,60
2,906.0,Note_off_c,0,72,0
2,921.0,Note_on_c,0,79,60
2,936.0,Note_off_c,0,70,0
2,966.0,Note_on_c,0,71,60
2,1014.0,Note_off_c,0,71,0
2,1074.0,Note_on_c,0,83,60
2,1104.0,Note_off_c,0,83,0
2,1119.0,Control_c,0,64,127
2,1215.0,Note_on_c,0,81,60
2,1320.0,Note_off_c,0,79,0
2,1335.0,Control_c,0,64,0
2,1350.0,Note_on_c,0,83,60
2,1350.0,Note_off_c,0,81,0
2,1443.0,Control_c,0,64,127
2,1491.0,Note_on_c,0,81,60
2,1491.0,Note_off_c,0,83,0
2,1521.0,Control_c,0,64,0
2,1536.0,Note_on_c,0,83,60
2,1536.0,Note_off_c,0,81,0
2,1581.0,Control_c,0,64,127
2,1629.0,Note_on_c,0,82,60
2,1629.0,Note_off_c,0,83,0
2,1659.0,Control_c,0,64,0
2,1704.0,Note_on_c,0,83,60
2,1704.0,Note_off_c,0,82,0
2,1779.0,Control_c,0,64,127
2,1794.0,Note_on_c,0,81,60
2,1794.0,Note_off_c,0,83,0
2,1824.0,Control_c,0,64,0
2,1839.0,Note_on_c,0,83,60
2,1839.0,Note_off_c,0,81,0
2,1887.0,Control_c,0,64,127
2,1917.0,Note_on_c,0,81,60
2,1917.0,Note_off_c,0,83,0
2,1947.0,Note_on_c,0,79,60
2,1995.0,Note_off_c,0,81,0
2,2010.0,Control_c,0,64,0
2,2025.0,Note_on_c,0,72,60
2,2025.0,Note_off_c,0,79,0
2,2169.0,Note_on_c,0,74,60
2,2184.0,Note_on_c,0,70,60
2,2247.0,Note_off_c,0,70,0
2,2295.0,Note_on_c,0,70,60
2,2343.0,Note_off_c,0,72,0
2,2391.0,Note_off_c,0,70,0
2,2439.0,Control_c,0,64,127
2,2487.0,Note_on_c,0,72,60
2,2487.0,Note_off_c,0,74,0
2,2532.0,Note_on_c,0,74,60
2,2562.0,Note_on_c,0,62,60
2,2658.0,Note_on_c,0,60,60
2,2658.0,Note_on_c,0,67,60
2,2706.0,Note_on_c,0,63,60
2,2754.0,Note_off_c,0,67,0
2,2802.0,Note_on_c,0,67,60
2,2802.0,Note_off_c,0,62,0
2,2802.0,Note_off_c,0,63,0
2,2850.0,Note_off_c,0,60,0
2,3021.0,Note_off_c,0,67,0
2,3129.0,Note_off_c,0,74,0
2,3177.0,Note_on_c,0,69,60
2,3255.0,Note_on_c,0,60,60
2,3303.0,Note_on_c,0,50,60
2,3351.0,Note_on_c,0,77,60
2,3351.0,Note_on_c,0,64,60
2,3351.0,Note_off_c,0,50,0
2,3399.0,Note_off_c,0,69,0
2,3399.0,Note_off_c,0,77,0
2,3447.0,Note_off_c,0,64,0
2,3543.0,Note_off_c,0,60,0
2,3573.0,Note_on_c,0,63,60
2,3603.0,Note_off_c,0,63,0
2,3666.0,Note_on_c,0,68,60
2,3714.0,Note_on_c,0,63,60
2,3729.0,Note_off_c,0,63,0
2,3777.0,Note_off_c,0,68,0
2,3900.0,Note_on_c,0,69,60
2,3948.0,Note_off_c,0,72,0
2,4038.0,Control_c,0,64,0
2,4128.0,Note_on_c,0,71,60
2,4128.0,Note_off_c,0,69,0
2,4176.0,Note_on_c,0,72,60
2,4191.0,Note_off_c,0,71,0
2,4254.0,Note_on_c,0,70,60
2,4302.0,Note_on_c,0,67,60
2,4350.0,Note_on_c,0,63,60
2,4380.0,Note_off_c,0,63,0
2,4428.0,Note_off_c,0,70,0
2,4488.0,Note_on_c,0,64,60
2,4536.0,Note_on_c,0,58,60
2,4647.0,Note_on_c,0,70,60
2,4791.0,Note_on_c,0,56,60
2,4839.0,Note_on_c,0,54,60
2,4839.0,Note_off_c,0,67,0
2,4839.0,Note_off_c,0,56,0
2,4869.0,Note_on_c,0,63,60
2,4869.0,Note_off_c,0,72,0
2,4869.0,Note_off_c,0,54,0
2,4917.0,Note_off_c,0,63,0
2,4965.0,Note_off_c,0,64,0
2,5013.0,Note_off_c,0,70,0
2,5061.0,Control_c,0,64,127
2,5076.0,Note_on_c,0,56,60
2,5076.0,Note_off_c,0,58,0
2,5187.0,Control_c,0,64,0
2,5235.0,Note_on_c,0,73,60
2,5235.0,Note_off_c,0,56,0
2,5295.0,Note_on_c,0,83,60
2,5310.0,Note_off_c,0,83,0
2,5505.0,Note_on_c,0,75,60
2,5553.0,Note_off_c,0,73,0
2,5568.0,Note_on_c,0,71,60
2,5583.0,Note_off_c,0,75,0
